-876,736
805,-110
-465,-339
-656,154
17,133
607,-875
-898,40
-782,-80
-163,-712
-73,-124
204,-268
-468,-921
973,-861
-635,-307
-926,475
252,568
-871,-617
-468,-405
-654,-273
-44,37
-227,-170
-987,880
-388,791
-741,559
281,-627
442,196
536,-721
-765,358
653,188
-997,-742
-495,-127
584,580
9,421
931,537
-84,-183
672,-442
-937,492
615,-256
-797,-784
797,207
812,950
778,300
384,-742
-414,931
782,511
-32,-997
-985,-857
593,-465
-462,700
-958,959
-674,226
-371,178
-438,388
509,533
323,919
703,448
-697,-695
658,-642
-102,-264
-563,-115
-658,-272
-889,-752
704,-97
8,931
875,-6
953,436
-642,-70
853,-488
-624,996
693,-310
-120,206
339,-615
-707,-734
-235,-991
-213,856
677,-796
-971,-729
-716,989
191,-329
-151,-963
901,-639
-177,-77
-12,-738
806,716
377,-357
-374,-432
-560,489
-570,981
-648,-526
177,-68
654,-259
-275,66
510,496
-286,108
-902,-44
-840,-843
-15,-498
276,-95
-748,-767
-770,-539
-472,-664
-944,-184
-850,-398
-855,216
-729,-987
-821,-791
675,-477
-464,-882
-221,-504
-343,280
234,278
867,837
651,119
153,296
-346,-573
-482,-70
-377,-268
-216,-761
-191,761
312,-810
-735,-155
-834,-234
-23,615
-993,410
543,764
608,-703
-910,44
-610,-237
150,28
179,-577
597,-806
-1,12
-840,804
-635,-708
492,-583
-18,748
-922,-2
902,-950
451,-220
729,19
672,-31
-752,216
-213,-732
935,752
459,730
90,-457
497,979
987,430
-499,171
47,654
-779,-648
-93,-661
461,10
-46,706
580,-418
-468,904
440,158
700,860
590,-717
-408,-233
-379,688
560,580
-850,-982
245,986
-30,909
-733,-425
-727,-609
-28,305
-388,-935
-510,-433
-864,56
-814,-142
438,836
338,-976
-48,-880
468,726
684,523
-974,785
539,-218
-884,-763
-787,-148
792,-466
340,762
-580,822
488,677
-239,862
557,643
576,739
904,-500
303,590
-936,-339
-755,89
-285,-319
-129,-550
826,-213
-373,-49
-104,-570
389,-930
-189,929
-121,-581
69,829
-596,-444
-19,-584
-333,300
6,-877
905,239
17,303
-74,-132
477,-888
-480,-225
949,-161
-576,-712
814,-875
-744,577
